,Created At,Text,Location,Address,Longitude,Latitude
591,Wed Mar 04 18:15:26 +0000 2020, राम राम जी 🙏 Rana Ayubb suffers Schizophrenia 🤭 She needs psychiatric help . The Anti-CAA protest target Hindus . She would call # kashmirihinduexodus 1990 dream 😡 God bless LOST cause 🙏https : //t.co/zU1QT5H4eD,Koliwara,"Koliwara, Sumerpur Tehsil, Pali, Rajasthan, 306126, India",73.128283,25.1513521
592,Wed Mar 04 18:15:27 +0000 2020," Enough enough . India , open eyes see vile game played gangrenous , feeding crumbs , fake-news peddling , agenda-driven anti-CAA lobby . My view , @ TimesNow , @ RShivshankar . # ProtestYaPolitics https : //t.co/J8rgWLMBKB","Sitamarhi, Bihar, India","Sitamarhi, Dumra, Sitamarhi, Bihar, 843300, India",85.5056744,26.5876547
593,Wed Mar 04 18:15:28 +0000 2020," UNHRC filling case CAA , rather asking vigilance entity moniter CAA .","Indiana, USA","Indiana, United States of America",-86.1746933,40.3270127
594,Wed Mar 04 18:15:35 +0000 2020, @ mahendermanral @ IndianExpress @ DelhiPolice @ ieDelhi Peaceful anti CAA protesters beating policemen !,India,India,78.6677428,22.3511148
595,Wed Mar 04 18:15:37 +0000 2020," India worst economy 42 yrs . # CoronaVirus worry govt . What important ? CAA , tearing apart communal harmony , IT raids Chhatisgarh , trying topple MP govt looking ways topple Maharashtra govt .","Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
596,Wed Mar 04 18:15:42 +0000 2020, Where Amit Shah ? # CAA # CAA_NRC_Protests # CAAProtests # Shivsena # uddhavThackeray # Narendramodi # SoniaGandhi # Muslimleague # Congress # BJP # Donaldtrump # Politics # MamataBanerjee # Sharadpawar # Cronycapitalism # BalThackeray @ cpimspeak . https : //t.co/4NtgFBeevp,India,India,78.6677428,22.3511148
599,Wed Mar 04 18:16:05 +0000 2020, @ YurInnerVoice @ kdpradhan @ miks_eu @ NARAYANRAO12 @ vanny_rao @ brprakash @ Amandee84522565 To power.. My demand sim… https : //t.co/uQVtlTlH2J,Bengaluru,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
601,Wed Mar 04 18:16:21 +0000 2020, @ UmarKhalidJNU Download CAA internet explain harmful Indian citizen irrespective… https : //t.co/FRSkkKw0NU,"Hyderabad, India","Hyderabad, Telangana, India",78.46106473453146,17.38878595
605,Wed Mar 04 18:16:30 +0000 2020," A Polish student , asked authorities leave India allegedly participating anti- # CAA rally , mo… https : //t.co/zXgw1wzDlC","Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
612,Wed Mar 04 18:16:55 +0000 2020, The person stands side truth . Also surveillance reddish eye people interested seeing green… https : //t.co/qJ2JW1L4yg,"Karnataka, India","Karnataka, India",75.7223521,14.5203896
613,Wed Mar 04 18:16:56 +0000 2020," @ MycoJonathan @ sheela_pan @ RepAOC Modi government 's good taking decisions , Their biggest struggle the… https : //t.co/LwX0epV5Fd",Earth,"Earth, Lamb County, Texas, United States of America",-102.4107493,34.2331373
614,Wed Mar 04 18:16:59 +0000 2020," @ TawabGhorzang1 Thanks understanding , help & amp ; support . # CAA # CAA_NRC_NPR # India",Mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
615,Wed Mar 04 18:17:01 +0000 2020," Existing data filtered​ based religion , introduced religion criteria .",Milky way Galaxy,"Milky Way, McClellan Park, Madison, Dane County, Wisconsin, 53718, United States of America",-89.2787025,43.0888604
616,Wed Mar 04 18:17:02 +0000 2020, We 're partnering Counseling Center Columbiana County offer ONE TIME `` Triple P Parenting '' course… https : //t.co/DYo6rziqgp,"Lisbon, OH","Lisbon, Columbiana County, Ohio, United States of America",-80.7681336,40.7720044
617,Wed Mar 04 18:17:04 +0000 2020, @ UN @ UNHumanRights also come forward # JammuAndKashmir,Sky,"Sky, New Madrid County, Missouri, 63862, United States of America",-89.6423022,36.6006147
618,Wed Mar 04 18:17:09 +0000 2020, Pic 1 - A 82 yr old woman never taken part protests protested CAA Pic 2 - Women break fast long day protest Women fighting chilling weather & amp ; protesting Kudos Spirit 🙏❤️👏 # ShaheenBaghProtests # WomenofShaheenBagh https : //t.co/DASAGB5CcK,"Ramgarh, Jharkhand, India","Ramgarh, Jharkhand, 829122, India",85.53691564663127,23.598775949999997
619,Wed Mar 04 18:17:12 +0000 2020," @ Shamwoo @ Shaheenbaghoff1 @ narendramodi @ AmitShah Amulya Leona , chanted Pakistan Zindabad Owaisi 's anti-CAA… https : //t.co/pUY9RmdHI5","मुंबई, भारत","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
627,Wed Mar 04 18:17:30 +0000 2020," A Polish student , asked authorities leave India allegedly participating anti- # CAA rally , moved Calcutta High Court seeking restraining order Union government recall directive . https : //t.co/5cMUQdhoLO",India,India,78.6677428,22.3511148
630,Wed Mar 04 18:17:49 +0000 2020," If Hindu n't flinch saying Jai shree ram , Muslim freedom secular demo… https : //t.co/vXWsUVAFvs","Framingham, MA","Framingham, Middlesex County, Massachusetts, United States of America",-71.416172,42.2792625
631,Wed Mar 04 18:17:54 +0000 2020, We grateful @ KSRelief_EN continued support @ NRC_Norway assistance & amp ; protection vulnerable displaced . This time protecting women children Somaliland Jubaland . https : //t.co/JF57g0bP83,日本 広島,"広島市, 広島県, 日本 (Japan)",132.4518156,34.3916058
637,Wed Mar 04 18:18:34 +0000 2020, @ fayedsouza So grandfather farmer robots working fields . My mother homemaker a… https : //t.co/pWCmmeMiv7,"Kerala, India","Kerala, India",76.5120396,10.3528744
639,Wed Mar 04 18:18:50 +0000 2020, @ ndtv @ OnReality_Check https : //t.co/SMyNbLCjnq # NDTV much partiality ? # India # Hindu # BharatMataKiJai… https : //t.co/4PYTHQZPAb,"🇮🇳 Bengaluru, India 🇮🇳","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
641,Wed Mar 04 18:18:55 +0000 2020, RT @ IamManisharyan : @ JethmalaniM He another Zakir Naik Long live CAA/NRC see clearly many snakes in…,Bhubaneswar,"Bhubaneswar, Master Canteen Chowk, Ward 41, South East Zone, Bhubaneswar Municipal Corporation, Bhubaneswar (M.Corp.), Khordha, Odisha, 751006, India",85.8435592,20.2667774
642,Wed Mar 04 18:19:01 +0000 2020, @ JaiVaisnavi 2023 difficult host . There lots social unrest run GE2024 . And NRC wgrh bhi possible hai .,Bharat,India,78.6677428,22.3511148
643,Wed Mar 04 18:19:11 +0000 2020, @ NabiyaKhan11 Icon free biryani # ShaheenBaghProtests # CAA," Himachal Pradesh ,India","Himachal Pradesh, India",77.34932051968858,31.81676015
646,Wed Mar 04 18:19:28 +0000 2020," Regret @ MamataOfficial alleged PM Modi shifting focus # CoronaAlert divert # CAA fallout . In fact , Gov already late started checking Italians/Italy returnees day late . They let virus slip . Scampering cover lapse .","Andhra Pradesh, India","Andhra Pradesh, India",80.1863809,15.9240905
648,Wed Mar 04 18:19:29 +0000 2020," Given opposition several state Chief Ministers National Population Register enumeration process , necessary separate collection data Census operation announced NPR enumeration . https : //t.co/cw5iQalZeQ https : //t.co/zEL8mUvDXd",KOLKATA,"Kolkata, West Bengal, India",88.3567751581234,22.54541245
650,Wed Mar 04 18:19:33 +0000 2020," @ SalmanNizami_ Sorry , anti CAA , hooligans , Hindu killers , Hindu haters basically… https : //t.co/BiL0Q7g0ML",India,India,78.6677428,22.3511148
651,Wed Mar 04 18:19:38 +0000 2020, Ignorance brings insecurity bigotry discriminatory law height insecurity . Hence Modi Amit Shah brought discriminatory CAA-NPR . We fuel fear resistance fight crush arrogance . # SayNoToNPR,"Hyderabad, India","Hyderabad, Telangana, India",78.46106473453146,17.38878595
652,Wed Mar 04 18:19:43 +0000 2020," Government India order # UNHRC wind offices country . UNHCR presence India sufferance GOI , It ’ action subversive India ’ sovereignty insult Parliament . Time take action https : //t.co/w0QHoVMoxS","New Delhi, London","Delhi Outram Estate, King's Cross, London Borough of Islington, London, Greater London, England, United Kingdom",-0.12150546117364344,51.5381189
653,Wed Mar 04 18:19:48 +0000 2020, @ thewire_in @ bombaywallah Congratulations Organisers protest succeed one step ahead agenda . UNHRC… https : //t.co/BxhjjXpS34,"Nanded, India","Nanded, Maharashtra, India",77.48319215130235,19.09400875
661,Wed Mar 04 18:20:17 +0000 2020, This german student visa cancelling dumbest uselessly punitive stance govern… https : //t.co/euHbfzu6zb,"St Louis, MO","City of Saint Louis, Missouri, United States of America",-90.24111656024635,38.6529545
662,Wed Mar 04 18:20:22 +0000 2020, Last week : 1 . # KapilMishra trumped everyone 2 . Women led # CAAProtest planned diminish # TripleTalaq 3 . # Riots… https : //t.co/9GcBx64ZnK,India,India,78.6677428,22.3511148
663,Wed Mar 04 18:20:39 +0000 2020, @ indscribe Congratulations Organisers protest succeed one step ahead agenda . UNHRC WANTS TO INTER… https : //t.co/wISqtjg29d,"Nanded, India","Nanded, Maharashtra, India",77.48319215130235,19.09400875
664,Wed Mar 04 18:20:50 +0000 2020, Muslim women forced & amp ; threatened men raise anti India slogans . @ RanaAyyub @ thewire_in… https : //t.co/1P57LOL42p,"Bangalore, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.9791198
665,Wed Mar 04 18:20:51 +0000 2020, @ sardanarohit And sir even look like anti pro caa clear ye log police pr fek rhe hai bas..,India,India,78.6677428,22.3511148
666,Wed Mar 04 18:20:52 +0000 2020, There poll going CAA n NRC https : //t.co/2pSWX95l0a vote No it.. Do support CAA n NRC 💯 # CAAProtest,madurai,"Madurai, Madurai South, Madurai district, Tamil Nadu, India",78.1140983,9.9261153
667,Wed Mar 04 18:20:57 +0000 2020, India signatory United Nations `` Convention Relating Status Refugees '' : right decide fast-track . # UNHCR angry mullah targets conversion & amp ; kanizes escape mullah infested lands UN/UNHCR never nosed protect non-Muslims .,"Kota, India","Kota, Rajasthan, India",76.00089330885552,25.1968256
668,Wed Mar 04 18:20:58 +0000 2020, @ TanDhesi @ svaradarajan Congratulations Organisers protest succeed one step ahead agenda . UNHRC W… https : //t.co/Y6orjnzsSq,"Nanded, India","Nanded, Maharashtra, India",77.48319215130235,19.09400875
669,Wed Mar 04 18:21:08 +0000 2020, Bhau love♥️ Actually people learn bhau secular . # CAA_NRC_Protests # CAAProtests # CAA # NPR… https : //t.co/pHUlibm4To,"Hyderabad, India","Hyderabad, Telangana, India",78.46106473453146,17.38878595
670,Wed Mar 04 18:21:14 +0000 2020," Though industry largely depends Muslim artisans , labour , Islamic sartorial crafts techniques , issues surrounding CAA NRC met marked silence . https : //t.co/NmAC1FbEVe",Kolkata,"Kolkata, West Bengal, India",88.3567751581234,22.54541245
671,Wed Mar 04 18:21:16 +0000 2020," RT @ DostKhan_Jammu : Dear Hindus , Shia Iran Is Also Against # CAA And Underline And Spread It .",INDIA/ BHARAT.,India,78.6677428,22.3511148
676,Wed Mar 04 18:21:28 +0000 2020, SAY NO TO CAA . # WomenofShaheenBagh # SheInspiresUs # CAA_NRC_Protests # CAA_NRC_NPR # CAA_NRC_Protests… https : //t.co/99ibthogwR,"Siwan, India","Siwan, Bihar, India",84.39125660595198,26.1310043
677,Wed Mar 04 18:21:28 +0000 2020, @ DrJwalaG @ SupremeCourtIND @ SCofInd @ _YogendraYadav @ tavleen_singh .. looks like suoreme court judges spending… https : //t.co/bndQdTGU0h,"Trivandrum, India","Thiruvananthapuram, Kerala, 695001, India",76.9570481,8.5058909
679,Wed Mar 04 18:21:33 +0000 2020, # Bharatiya_janata_party # Telangana Legal legislative department invites `` A talk # constitutional and… https : //t.co/uzay9AEFon,Telangana,"Telangana, India",79.1151663,17.8495919
680,Wed Mar 04 18:21:51 +0000 2020, @ AbdulHamidAhmad Ask Muslims India . You get All answers looking . If know meaning CAA . Kindly share 🙏,Dubai. United Arab Emirates,"دبي, دبي‎, 24857, United Arab Emirates",55.1713,25.0657
681,Wed Mar 04 18:21:54 +0000 2020, @ annavetticad Congratulations Organisers protest succeed one step ahead agenda . UNHRC WANTS TO IN… https : //t.co/U6un8do3nY,"Nanded, India","Nanded, Maharashtra, India",77.48319215130235,19.09400875
682,Wed Mar 04 18:21:56 +0000 2020, SAY NO TO CAA salute Shaheen bagh women # WomenofShaheenBagh # SheInspiresUs https : //t.co/I6r6MZRTC1,"Siwan, India","Siwan, Bihar, India",84.39125660595198,26.1310043
684,Wed Mar 04 18:22:05 +0000 2020," RT @ Veteran__007 : Haven ’ yet ? # Article370 , # ayodhyaverdict , # CAA Interest # populationcontrollaw","Mangalore, India","Mangaluru, Mangaluru taluk, Dakshina Kannada, Karnataka, 575001, India",74.8430082,12.8698101
685,Wed Mar 04 18:22:06 +0000 2020, Trial # HarshMander without trial accomplices like # Bengal media grp @ MyAnandaBazar would grossly u… https : //t.co/ToiILlkspk,"Raheja  Vihar, Powai, Mumbai","Raheja Vihar Circular Road, Sangharsh Nagar, L Ward, Mumbai, Mumbai Suburban, Maharashtra, India",72.89501393412635,19.118818
686,Wed Mar 04 18:22:07 +0000 2020, |￣￣￣￣￣￣￣￣￣￣￣￣| | # WomenofShaheenBagh | |__________________________| \ ( •◡• ) / \… https : //t.co/5DNizTnw4s,"Siwan, India","Siwan, Bihar, India",84.39125660595198,26.1310043
687,Wed Mar 04 18:22:08 +0000 2020, The world ’ largest democracy adopts jungle law - India 's Muslims Accuse Police Targeted Killings Citizen… https : //t.co/YkHK8Bev2L,UK,United Kingdom,-3.2765753,54.7023545
689,Wed Mar 04 18:22:28 +0000 2020, NRC excited announce 5th annual Chili Cookoff April 22 12-2 ! Join us day spicy competiti… https : //t.co/QDvBEaCN2o,"Poughkeepsie, NY","Poughkeepsie, Dutchess County, New York, 12601, United States of America",-73.9284101,41.7065779
690,Wed Mar 04 18:22:28 +0000 2020, As expected https : //t.co/mCeaheWPXn,kolkata,"Kolkata, West Bengal, India",88.3567751581234,22.54541245
691,Wed Mar 04 18:22:28 +0000 2020, RT @ ARanganathan72 : On CAA NRC . Do read . Thanks . https : //t.co/48th2qPKGt,"Sitamarhi, Bihar, India","Sitamarhi, Dumra, Sitamarhi, Bihar, 843300, India",85.5056744,26.5876547
693,Wed Mar 04 18:22:31 +0000 2020, BRILLIANT DEFINITIVE piece CAA NRC @ KartikeyaTanna . Very glad also wonderful suggestions @ mumbaikerr @ UnabashedCritic - see tweet - incorporated Kartikeya . A must-read . The last stop matter . https : //t.co/lxWjLKOphH https : //t.co/zOdM1gtetm,"Sitamarhi, Bihar, India","Sitamarhi, Dumra, Sitamarhi, Bihar, 843300, India",85.5056744,26.5876547
694,Wed Mar 04 18:22:34 +0000 2020, # Postdoctoral Senior # researcher opportunities available @ theNASEM # NRC # Research Associateship Programs . Apply today conduct independent # research federal laboratories affiliated institutions . https : //t.co/ifrYESxv5W,George Mason University,"George Mason University, Ox Road, Country Club View, Blue Oaks, Fairfax Station, Fairfax County, Virginia, 22030-9998, United States of America",-77.30798838879116,38.83133325
695,Wed Mar 04 18:22:35 +0000 2020," Understand Congress psyche . They go ANY length . For CAA become proverbial Big Tree , want make fall ; want earth shake . My view @ TimesNow , @ navikakumar . # StopIncitingMuslims https : //t.co/45rpKb51hi","Sitamarhi, Bihar, India","Sitamarhi, Dumra, Sitamarhi, Bihar, 843300, India",85.5056744,26.5876547
696,Wed Mar 04 18:22:36 +0000 2020, @ mahendermanral @ DelhiPolice @ IndianExpress @ ieDelhi Peaceful womens dangerous men . Bring NRC,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India",77.2219388,28.6517178
697,Wed Mar 04 18:22:37 +0000 2020, Can @ BJP4India @ AmitShah @ narendramodi Will answer NPR NRC dehlites ppl ( whose evrythng got burnt n l… https : //t.co/9TVHnH2ygT,"Pune, India","Pune, Pune City, Pune District, Maharashtra, 411001, India",73.8544541,18.521428
699,Wed Mar 04 18:22:38 +0000 2020," When UNHRC reached SC CAA , India said internal matter OIC & amp ; GCC also CAA Except exception , whole world CAA The whole world Indian media support Modi Govt every wrong steps # IslamoPhobicIndianMedia",mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711
702,Wed Mar 04 18:22:45 +0000 2020," Anti-CAA riots India establishing Sharia , Nothing Else ! In 2017 , SP leader Mavia Ali said , '' We 're Muslims first , Indians later - If law clashes Islam , wo n't follow , Constitution , Parliament . We loyal country . '' # Jihad https : //t.co/3T9EirFAri",Bharat ,India,78.6677428,22.3511148
707,Wed Mar 04 18:23:00 +0000 2020, This Muslim rioters 6th-8th grade girl students # Karavalnagar # DelhiRiots Did report side # DelhiRiotTruth dear @ washingtonpost @ nytimes @ WSJ @ guardian @ Telegraph https : //t.co/840fM23JGs,Bharat ,India,78.6677428,22.3511148
708,Wed Mar 04 18:23:07 +0000 2020," Who set buses fire outside Jamia Militia ? Who wrecked havoc New Friends colony ? Who pelted stones Kanpur , Lucknow Bijnore ? Who set police vans fire ? Sabki memory apne jaisi samjhi hai kya ? https : //t.co/sjD99DtnJA",Cosmos,"Cosmos, Zona Oeste do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil",-43.6144915,-22.9078051
711,Wed Mar 04 18:23:11 +0000 2020, Listen Maulana Tauqir Raza saying If CAA Abrogated every street India Soaked Blood . Western media b shocked note amount Islamic # HateSpeech Indian Ppl & amp ; Govt tolerating @ cnni @ BBCWorld @ WSJ @ nytimes @ POTUS https : //t.co/FXZZUe9xKp,Bharat ,India,78.6677428,22.3511148
714,Wed Mar 04 18:23:36 +0000 2020, @ ThePeopleOfIN 6 daughters ! ! ! This shows illiteracy . Then understand # NRC # NRP . J… https : //t.co/PeBX4zeksL,"Pune, India","Pune, Pune City, Pune District, Maharashtra, 411001, India",73.8544541,18.521428
719,Wed Mar 04 18:24:02 +0000 2020," DMK Sends Over 2 Crore Signatures Against CAA To President The signatures collected part anti-CAA signature campaign opposition parties including DMK , Congress MDMK . https : //t.co/QW3kPJN7M4","Uttar Pradesh, India","Uttar Pradesh, India",80.859666,27.1303344
724,Wed Mar 04 18:24:11 +0000 2020," All Non CAA people , read u get time https : //t.co/KatKPCmAa4 Someone US understood guys… https : //t.co/7bJzm5LrVP",India,India,78.6677428,22.3511148
725,Wed Mar 04 18:24:12 +0000 2020, Can @ BJP4India @ AmitShah @ narendramodi answer NPR NRC dehlites ( whose evrythng got burnt n lost riots… https : //t.co/8RsbOjSrcC,"Pune, India","Pune, Pune City, Pune District, Maharashtra, 411001, India",73.8544541,18.521428
727,Wed Mar 04 18:24:18 +0000 2020," In India : Illegal Bangladeshi infiltrators protesting CAA . Recently 2 Bangladeshis arrested involvement Delhi 's Seemapuri violence . In Bangladesh : Today , Bangladesh security shot dead 8 Rohingyas near refugee camp allegedly involved drug & amp ; human trafficking",India,India,78.6677428,22.3511148
728,Wed Mar 04 18:24:20 +0000 2020," US Prez Trump overwhelmed Emperor treatment BJP Govts may Veto discussion UNO , may dare conf… https : //t.co/9MiCpYTcWw","Andhra Pradesh, India","Andhra Pradesh, India",80.1863809,15.9240905
729,Wed Mar 04 18:24:22 +0000 2020, @ sardanarohit Can see many scull caps . Definitely anti-CAA gang hooligans PISSfool community,India,India,78.6677428,22.3511148
730,Wed Mar 04 18:24:25 +0000 2020, Public Accounts Committee gives chance CAA clearing Islamabad International Airport mess… https : //t.co/D7dCdyfh8s,Pakistan,پاکستان,71.247499,30.3308401
731,Wed Mar 04 18:24:28 +0000 2020, @ usual_ujwal @ BJP4India Who brought religion ? Just think ! The ones answered . CAA h… https : //t.co/26jwHa1J7d,Lala Land,"Lala Land, 34, Carrer de Puerto Rico, Russafa, l'Eixample, València, Comarca de València, València / Valencia, Comunitat Valenciana, 46006, España",-0.3762872,39.4612288
732,Wed Mar 04 18:24:28 +0000 2020, RT @ ashwin5august : Feminist India comments ?,New Delhi,"New Delhi, Delhi, India",77.2022662,28.6141793
735,Wed Mar 04 18:24:52 +0000 2020," UK raised issue # DelhiRiots , # CAA India ! @ nadams , told UK Parliament “ situation sti… https : //t.co/7MTbvzndoj","New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
736,Wed Mar 04 18:24:53 +0000 2020," Remember everyone said Muslims accept Babri verdict lasting peace . Lol . There zero protests . Then brought CAA , excluding Muslims . And worst communal riots almost decade . So yeah giving rights dosent work",jambughoda,"Jambughoda, Jambughoda Taluka, Panch Mahal District, Gujarat, 389390, India",73.7298572,22.3686545
737,Wed Mar 04 18:24:55 +0000 2020," Karnataka BJP MLA warns Muslims : 'We 80 % , 17 % ; n't oppose CAA ' | Bengaluru News - Times India https : //t.co/Q71bDvCzlo","Dubai, United Arab Emirates","دبي, دبي‎, 24857, United Arab Emirates",55.1713,25.0657
738,Wed Mar 04 18:24:57 +0000 2020," I asked @ KapilMishra_IND , n't choose peaceful way resolve disputes CAA protestors . Why gave provocative statement . He countered - provocative said . Listen says . Can @ BDUTT @ sardesairajdeep counter ? If , villainize ? https : //t.co/auqG1BrISE",Bharat,India,78.6677428,22.3511148
739,Wed Mar 04 18:25:03 +0000 2020," Be careful n't get scared , go .", India,India,78.6677428,22.3511148
741,Wed Mar 04 18:25:10 +0000 2020," Indian Communists behind engineering illegal petition UNHRC Supreme Court ? Petition CAA UNHRC illegal & amp ; India & amp ; Court send strong message La Presidenta . Must say , network anti-India lobby mind boggling ! https : //t.co/iE3kQGwC4i","Vikhroli West, Mumbai","Vikhroli West, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400084, India",72.9257184,19.114541
742,Wed Mar 04 18:25:11 +0000 2020, @ KiranKS sir could spread .,India,India,78.6677428,22.3511148
749,Wed Mar 04 18:25:47 +0000 2020, RT @ rajendramaurya : @ ThePeopleOfIN She earning Rs 500 per day without anything sitting She n't know…,Hindustan,India,78.6677428,22.3511148
750,Wed Mar 04 18:25:50 +0000 2020," RT @ RatanSharda55 : Though I would n't call idiot , hypocrite , side kick Nehru dynasty",INDIA/ BHARAT.,India,78.6677428,22.3511148
751,Wed Mar 04 18:26:14 +0000 2020," @ rohini_sgh @ MadhuKT @ tehseenp Rohini , I still waiting answer 's discriminatory CAA . DO N'T BE A COWARD","Cuttack, India","Cuttack, Cuttack (M.Corp.) P.S, Cuttack, Odisha, 753001, India",85.8792,20.4686
756,Wed Mar 04 18:26:49 +0000 2020, Some argue highlighting # Muslim oppression India helps # Pakistan justify oppression minorities Pak . I… https : //t.co/yoKlf0azfG,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793
759,Wed Mar 04 18:26:57 +0000 2020," RT @ bharti_ajay : Is law finally catching self styled , high profile Lutyens Naam dar Lobbyists ? https : //t.co/MDetFm4MMO",New Delhi / Nalanda,"Nalanda, JC Bose Marg, Adchini, Hauz Khas Tehsil, South Delhi, Delhi, 110066, India",77.1831361,28.5464924
760,Wed Mar 04 18:27:12 +0000 2020, What saying nation decide road .,"Orissa, India","Odisha, India",84.6897321,20.5431241
766,Wed Mar 04 18:27:27 +0000 2020, Anti CAA Protesters k haatho Tricolor hai mtlb wo Nationalist innocent h ryt ? ? @ sardesairajdeep https : //t.co/RXjPW4lz6j,Akhand Bharat,"Akhand Jyoti Eye Hospital, SH73, Parsa, Saran, Bihar, 841219, India",85.0429315,25.8759287
767,Wed Mar 04 18:27:27 +0000 2020, Let ’ Encrypt Revokes 3 Million Certificates Due CAA Bug https : //t.co/mZ7z26lmof,"DFW, Texas","Dallas/Fort Worth International Airport, Glade Road, Grapevine, Tarrant County, Texas, 75261, United States of America",-97.0465220537124,32.89651945
770,Wed Mar 04 18:27:47 +0000 2020, RT @ IntrepidSaffron : Anti CAA Protesters k haatho Tricolor hai mtlb wo Nationalist innocent h ryt ? ? @ sardesairajdeep https : //t.co/RX…,India,India,78.6677428,22.3511148
771,Wed Mar 04 18:27:49 +0000 2020, Extremely important initiative increase international pressure Indian government . # BrusselsChalo,"Zurich, Switzerland","Zürich, Bezirk Zürich, Zürich, Switzerland",8.5423328,47.3723941
777,Wed Mar 04 18:28:16 +0000 2020, After 20th March people Assam whose name found place NRC given slip longe… https : //t.co/0iGSAKrUiE,"Lucknow, India","Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India",80.9346001,26.8381
778,Wed Mar 04 18:28:17 +0000 2020," Big Breaking # DelhiViolance And # CAA # ShaheenBagh Suffers A Massive Defeat Muslim-Funded UNHRC Wanted To Become An Intervener @ narendramodi Government Showed The Place It Deserved , Saying India Is A Sovereign Republic , And Not A Banana Republic , And You Have No Locus Standi",INDIA/ BHARAT.,India,78.6677428,22.3511148
780,Wed Mar 04 18:28:19 +0000 2020, OH . YES ! 🔥,Utrecht,"Utrecht, Nederland",5.109708,52.0949753
782,Wed Mar 04 18:28:28 +0000 2020, wait sec ... .. michelle bachelet class 9 cbse pol . sc . textbook ? ? whose father tortured augusto pinochet 's dictatorship ? later elected chile 's 1st woman president ? bachelet ? ? https : //t.co/r4JDzp7DIY,Multiverse,"Crawick Multiverse, B740, Ulzieside, Sanquhar, Dumfries and Galloway, Scotland, DG4 6EX, United Kingdom",-3.932652590941667,55.382525099999995
783,Wed Mar 04 18:28:31 +0000 2020, RT @ bagga_daku : Lack education speaking,India,India,78.6677428,22.3511148
786,Wed Mar 04 18:28:39 +0000 2020, Mega Pro CAA rally Nagpur Sunday 8th March Venue : Golibar Chowk 😂🤣😂 I want @ KapilMishra_IND come address gathering,mysore,"Mysuru, Mysuru taluk, Mysuru district, Karnataka, 570001, India",76.6553609,12.3051828
787,Wed Mar 04 18:28:50 +0000 2020, RT @ authorAneesh : Great powers self respect duly show UN HRC middle finger . Example China . We follow suit .,Somewhere,"Somewhere, 93, Rue du Commerce, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",2.2934455,48.8440437
790,Wed Mar 04 18:28:59 +0000 2020, RT @ DrShobha : Many laud # ThappadMovie deafening silence ... https : //t.co/UREMyltHl7,India,India,78.6677428,22.3511148
791,Wed Mar 04 18:29:01 +0000 2020, Hindu mob inflammatory even Greece feeling burnt .,India,India,78.6677428,22.3511148
793,Wed Mar 04 18:29:01 +0000 2020," Disband Sharia Court SC Ca n't Decide Bharat 's Fate We The Hindus Will Decide SC Shamelessly Rejected PIL Seeking Probe Into Killing , Exodus Of Kashmiri Hindus On July 24 , 2017 And Today , SC Shamelessly Allowed UN To Move It Over CAA Via @ htTweets https : //t.co/dxfW9cnYmd",INDIA/ BHARAT.,India,78.6677428,22.3511148
794,Wed Mar 04 18:29:02 +0000 2020," The Congress master deception , BJP disaster perception . Separating fact fiction NPR , CAA , NRC issue . My view @ TimesNow , @ RShivshankar . # NPRIsHere https : //t.co/FqqeS3zrUq","Sitamarhi, Bihar, India","Sitamarhi, Dumra, Sitamarhi, Bihar, 843300, India",85.5056744,26.5876547
795,Wed Mar 04 18:29:04 +0000 2020, @ UmarKhalidJNU India Secular Hindu Nation . We want dialogue Muslims help get nation . Nobody li… https : //t.co/w8WTTVo3lS,New Delhi,"New Delhi, Delhi, India",77.2022662,28.6141793
796,Wed Mar 04 18:29:10 +0000 2020," @ realDonaldTrump 's US Withdraws From United Nations Human Rights Council PM @ narendramodi Must Also Withdraw From UNHRC It 's Must Given The Fact That It Today Moved Sharia Court Over # CAA , # DelhiViolance Who Is UNHRC To Poke Its Dirty Nose In Bharat 's Internal Affairs ?",INDIA/ BHARAT.,India,78.6677428,22.3511148
