Tue Mar 03 21:25:54 +0000 2020, RT @ Adi73579778 : See clips # supportcaa If true hindu,"San Francisco, CA"
Tue Mar 03 21:26:02 +0000 2020, Good know UN watching India Modi ’ vile CAA challenged https : //t.co/Qhrw03Mu3D,Essex
Tue Mar 03 21:26:04 +0000 2020, # BREAKING : India hits back UN High Commissioner Human Rights Office filed Intervention Application Supreme Court India # CAA . ‘ We strongly believe foreign party locus standi issues pertaining India ’ sovereignty. ’ https : //t.co/V64VRcebzw,"Pune, India"
Tue Mar 03 21:26:09 +0000 2020, Let 's encrypt incident proper handling thereof . It seems right thing th… https : //t.co/wXIoSL70xa,Oxfordshire
Tue Mar 03 21:26:12 +0000 2020, 80 % retweeting friend find success 20 % goes Washington DC places matching ID,looking for food
Tue Mar 03 21:26:21 +0000 2020, @ nrc Coldstone loser !,
Tue Mar 03 21:26:27 +0000 2020, UNHRC probably lost . I hope @ narendramodi Government withdraws India UNHRC interference Soverign affairs like Israel biased behaviour . Mere condemnation MEA wont suffice @ DrSJaishankar ji ! ! ! https : //t.co/tUYAT9NRWY,India
Tue Mar 03 21:26:43 +0000 2020, BREAKING : @ UNHumanRights filed intervention application @ SupremeCourtIND CAA . The UNHRC previously issued statement saying law `` fundamentally discriminatory nature '' . # WorldAgainstCAA_NRC_NPR https : //t.co/enrTmJfQlI,
Tue Mar 03 21:26:51 +0000 2020," If bangladeshis Indian Citizens , point partition create two Islamic Nations ? Basically , Muslims three countries , Hindus even complete India . Secularism ? # CAA # NRC # WeSupportCAA # MamataBanerjee # DelhiRiots # WestBengal","64.7511° N, 147.3494° W"
Tue Mar 03 21:26:52 +0000 2020, RT @ rupagulab : Why hell ’ parties said “ yes please Modi ” CAA read damn bill first ?,"Riyadh, Kingdom of Saudi Arabi"
Tue Mar 03 21:27:09 +0000 2020, @ RJ_RishiJain @ jijoy_matt CAA act fool . It activated using NPR NRC . explain wha… https : //t.co/XIRseDruGD,
Tue Mar 03 21:27:12 +0000 2020, RT @ Adi73579778 : See clips # supportcaa If true hindu https : //t.co/EWJ6Q8lvSq,
Tue Mar 03 21:27:24 +0000 2020," 80 % retweeting friend find success 20 % hair bleaching , knowing , happening p… https : //t.co/4kSlgO0sBU",looking for food
Tue Mar 03 21:27:29 +0000 2020," Finally truth came ! ! Where 💩heads NRC NPR , crying constitution ? … https : //t.co/hKES9yweLU","കേരളം, भारतम् 🇮🇳"
Tue Mar 03 21:27:31 +0000 2020," @ FranzOnBrands @ fborgesius @ nrc In targetable ad medium , brands tend focus subset audience , meanin… https : //t.co/sXTF7lQAJr","Leipzig, Deutschland"
Tue Mar 03 21:27:44 +0000 2020, The Dutch Minister Foreign Affairs calls fly zone Idlib . Hecwill propose initiative Friday EU ministers . # IdlibUnderFire https : //t.co/UPYkZtMIDB,
Tue Mar 03 21:27:55 +0000 2020, Time India pull,கொங்குநாடு / Kongu Nadu
Tue Mar 03 21:28:11 +0000 2020, RT @ airnewsalerts : Govt reiterates # CAA 'Internal Matter ' India ; foreign entity locus standi country 's sovereignty . https : …,
Tue Mar 03 21:28:17 +0000 2020, Just precisely type buffoonery gets vocal protests NRC .,My Recliner
Tue Mar 03 21:28:19 +0000 2020, UN HRC n't right intervene internal matter great democratic country India .,"Bengaluru, Karnataka"
Tue Mar 03 21:28:22 +0000 2020," If using Let 's Encrypt generate certificates , check certificate requires renewal immediately . https : //t.co/sUB9e9YX3V",
Tue Mar 03 21:28:22 +0000 2020," RT @ AgentSaffron : In Delhi , Sikhs hate Sanghis love fellow Sikhs keeping langar Anti CAA protestors .",
Tue Mar 03 21:28:23 +0000 2020, Also go back 2010 NPR,
Tue Mar 03 21:28:29 +0000 2020, @ CitizenKamran CAA mention word-persecuted,Gurgaon- Bengaluru-New Delhi
Tue Mar 03 21:28:48 +0000 2020, Why u tagging @ UNHumanRights Say Thanks taking interest # NRC_CAA_NPR citizenship matter 🙏🙏🙏🙏🙏🙏… https : //t.co/0pPWbe3dj6,"Kanpur, India"
Tue Mar 03 21:29:12 +0000 2020, JUST IN Office UN human rights commissioner files intervention application supreme court # CAA Mea says foreign party locus standi issues related India 's sovereignty . https : //t.co/UpdvcVNHaE,"London, England"
Tue Mar 03 21:29:14 +0000 2020," Shahrukh , man red t-shirt opened fire police violence Delhi 24th February , ar… https : //t.co/tPksXOqomf",Bangalore
Tue Mar 03 21:29:17 +0000 2020," United Nations Commissioner Human Rights moves Supreme Court CAA , India hits back saying internal matter https : //t.co/uv7CpY0VIC # CitizenshipAmendmentAct # UNHRC","नोएडा, भारत"
Created At,Text,Location
Tue Mar 03 22:04:01 +0000 2020, What UN HRC done Uighurs China Rohingyas Myanmar clear signs relig… https : //t.co/c9UL8A1e7o,
Tue Mar 03 22:04:01 +0000 2020, Same happened Shaheen Bagh . Some one issued Fatwa use women kids shield block Delhi-Noida road two months . Truth come Police crack interrogate women . 99 % tell truth handlers 😎 https : //t.co/kk3UvHn8WA,सभ्यता का जनक - हिन्दूस्थान
Tue Mar 03 22:04:09 +0000 2020," These MusIim women tell How FORCЕD & amp ; THRЕАTENED BY THEIR OWN MEN Go & amp ; sit Anti CAA Protests & amp ; raise Anti India Slogans . They Beаten Refuse . `` We didnt want go , Men entered housе & amp ; beat us & amp ; forced us go dharna '' https : //t.co/YEZEaonW9Z","Great Falls, MT"
Tue Mar 03 22:04:10 +0000 2020, The petition CAA UNHRC illegal India Court send strong message La Presidenta - https : //t.co/RnfNijwz7h,"St. Albert, Alberta"
Tue Mar 03 22:04:13 +0000 2020, This unprecedented step & amp ; arguably extreme one @ UN body take . But India respected upholder human rights past UN agency would needed consider thing : https : //t.co/b5KLsP3eb7,"hyderabad, India"
Tue Mar 03 22:04:15 +0000 2020, @ joysamcyborg @ Iyervval Great India anything wrong exclusing # CAA,
Tue Mar 03 22:04:19 +0000 2020," The Delhi police recovered many eight dead bodies sewage drains , following Delhi Anti-Hindu riots carried pretext “ peaceful ” Anti-CAA protests https : //t.co/0Z5Hw9I4Fe",
Tue Mar 03 22:04:26 +0000 2020, Imagine THIS man HC get FIRs done people hate speech . THIS MAN - says neither Parliament Nor Supreme Court decide CAA decide streets . This man given midnight hearing judge . Imagine . https : //t.co/B4L68i1VoQ,Ald
Tue Mar 03 22:04:48 +0000 2020," Loooool Shias Sunnis murdering like tomorrow Iraq , Syria , Lebanon idiot talking like . Anyway bleeding dindoos crying Shia persecution Iran included CAA , answer",Kongunad. 
Created At,Text,Location
Created At,Text,Location
Created At,Text,Location
Tue Mar 03 22:35:54 +0000 2020," All Bangladeshis living Bengal Indian citizens , Mamata Banerjee says , read views issue CM https : //t.co/B0OODulQVg",
Tue Mar 03 22:35:55 +0000 2020," Total capacity ALL prisons India 3.9 lakhs . ( NCRB 2017 ) Assam NRC alone rendered 19lakh people ‘ stateless ’ . Aside essential humanitarian concerns , NRC debacle plain idiotic policy . What plan ? Throw ? Keep ? Where exactly ? WHY DO THIS ?",
Tue Mar 03 22:35:57 +0000 2020, RELIGION IS FREE TO APPLY FOR INDIAN CITIZENSHIP IN DOMINANCE WITH ARTICLES OF CONSTITUTION OF INDIA . SUBJECT MATTE… https : //t.co/MmDvWHjrUL,"मुंबई, भारत"
Tue Mar 03 22:35:57 +0000 2020, UN High Commissioner Human Rights Michelle Bachelet moving file intervention application Supreme Court Citizenship Amendment Act ( CAA ) . https : //t.co/Clc5dPQakR,
Tue Mar 03 22:35:59 +0000 2020," A law discriminates minorities & amp ; NRC threatens render millions Stateless , put detention centres certainly matter UN High Commissioner Human rights intervene https : //t.co/7ljy6w6cYu",Cape town 
Created At,Text,Location
Tue Mar 03 22:36:56 +0000 2020," If bangladeshis Indian Citizens , point partition create two Islamic Nations ? Basically , Muslims three countries , Hindus even complete India . Secularism ? # CAA # NRC # WeSupportCAA # MamataBanerjee # DelhiRiots # WestBengal https : //t.co/3ZLsFKIYnY",
Tue Mar 03 22:37:02 +0000 2020, A woman Aligarh reveals husband forced attend anti-CAA dharna ! Now bold woman lodged complaint police ! I 'm waiting response feminists ! I 'm damn sure say : * The peaceful husband empowering wife sending protest,
Tue Mar 03 22:37:08 +0000 2020," Students-youth , banner Young India Against CAA/NRC/NPR , marching Peace & amp ; Justice detained different areas Delhi . Not surprised shameful conduct Delhi Police . The students-youth gather Jantar Mantar continue protest . Join https : //t.co/2KxDdjFQXq",
Tue Mar 03 22:37:08 +0000 2020," Five foreigners asked leave India participating anti-CAA protests violating visa norms , says Government https : //t.co/vS6G7T0m9d",
Tue Mar 03 22:37:09 +0000 2020," How changing ‘ Display Name ’ Twitter one woman think fighting fearlessly CAA NPR NRC law ? We one woman per day till Women ’ Day 8th March . Apart Shaheen Bagh women , one name pops mind @ RanaAyyub",
Tue Mar 03 22:37:10 +0000 2020," From Europe , gearing greet Modi Brussels 13th 14th March serve protests Fascist regime , state-sponsored pogroms & amp ; anti-constitutional segregational Acts NRC & amp ; CAA # BrusselsChalo # WorldAgainstDelhiViolence # NoNRC # NoCAA https : //t.co/cRoCEWZHFA","Dublin City, Ireland"
Tue Mar 03 22:37:13 +0000 2020, @ mynameswatik I big fan 's opposing CAA NRC NPR loves indian Cons… https : //t.co/3SFyw3YH9D,
Tue Mar 03 22:37:14 +0000 2020, Do read fine intervention UN High Commissioner Human Rights exposing unconstitutional nature CAA & amp ; also violates India 's international obligations several treaties https : //t.co/rMJjYN2afi,
Tue Mar 03 22:37:14 +0000 2020, RT @ Brahmeme : This treat women . They beat women 's name CAA monster sale https : //t.co/9OW6pMNJFS,"Gurgaon, India"
Tue Mar 03 22:37:15 +0000 2020, @ SarojK304 @ fearnocreation @ thinkoutofbox @ DilliDurAst The 3rd issue CAA excludes muslims .,
Tue Mar 03 22:37:16 +0000 2020," 3 . The Bal Narendra posters plastered DND highway mentioned 3 `` achievements '' : ending moth-eaten autonomy Kashmir , criminalisation triple talaq , NRC Assam . Whatever think initiative , put together intent clear .",
Tue Mar 03 22:37:17 +0000 2020, RT @ NetajiBond : This tje bring crowd Anti CAA protests . https : //t.co/ikEAdkT5Rw,"Gurgaon, India"
Tue Mar 03 22:37:19 +0000 2020, Shoot bastards !,भारत
Tue Mar 03 22:37:25 +0000 2020," These MusIim women tell How FORCЕD & amp ; THRЕАTENED BY THEIR OWN MEN Go & amp ; sit Anti CAA Protests & amp ; raise Anti India Slogans . They Beаten Refuse . `` We didnt want go , Men entered housе & amp ; beat us & amp ; forced us go dharna '' https : //t.co/YEZEaonW9Z",India
Tue Mar 03 22:37:27 +0000 2020, Protester came participate Young India March CAA/NRC/NPR slapped delhi police personnel . @ DelhiPolice tell ’ fault ? We demand immediate suspension arrogant policeman @ nsaibalaji @ kawalpreetdu @ kavita_krishnan @ ojhaanjali https : //t.co/Q3obNTwtJO,
Tue Mar 03 22:37:29 +0000 2020," RT @ RatanSharda55 : Though I would n't call idiot , hypocrite , side kick Nehru dynasty",India
Tue Mar 03 22:37:31 +0000 2020," Baijayant Panda questions UNHRC 's intervention plea CAA , asks 'why China 's repression ? ' | India… https : //t.co/fRKReKya4z",USA
Tue Mar 03 22:37:39 +0000 2020," @ AgainChloe @ PaloAltoYimby @ seanchandra @ SonjaTrauss CAA CAR actually radical land reform , lov… https : //t.co/m5aztmqnT5","Santa Clara County, CA"
Tue Mar 03 22:37:45 +0000 2020," In India : Illegal Bangladeshi infiltrators protesting CAA . Recently 2 Bangladeshis arrested involvement Delhi 's Seemapuri violence . In Bangladesh : Today , Bangladesh security shot dead 8 Rohingyas near refugee camp allegedly involved drug & amp ; human trafficking",India
Tue Mar 03 22:37:46 +0000 2020, RT @ desimojito : How got crowd anti CAA protests https : //t.co/66b3vxuadP,"New Delhi, India"
Tue Mar 03 22:37:47 +0000 2020," Really , # UNHRC ? No court intervention agnst # China ( repression/torture Tibet & amp ; Xinjiang ) , # Iran ( torture/killings pol prisoners ) # Pakistan ( torture , genocide Balochistan ) U hv shame opposing # CAA humanitarian aid persecutd minorities ? Even hypocrisy limits",
Tue Mar 03 22:37:53 +0000 2020, Imagine THIS man HC get FIRs done people hate speech . THIS MAN - says neither Parliament Nor Supreme Court decide CAA decide streets . This man given midnight hearing judge . Imagine . https : //t.co/B4L68i1VoQ,Mamandur near KPM (T.N.) India
Tue Mar 03 22:38:04 +0000 2020," US pulled @ UN_HRC calling `` cess pool bias '' . Now , intervening ongoing case CAA India lived description . UNHRC first intervene Iran , Pak , China preach India .",
Tue Mar 03 22:38:05 +0000 2020, @ naomi2009 @ timesofindia None MP knows CAA . I seen one person tell wron… https : //t.co/PHWjCyOqTm,"Jaipur,Pune,Glasgow"
Tue Mar 03 22:38:06 +0000 2020," From removing Articles 370 & amp ; 35a Constitution CAA & amp ; NRC , Modi & amp ; BJP whipping anti-Muslim hate . The violence Delhi , dozens died , latest example . Today I called government speak bigotry . https : //t.co/fcsCCgf6cd",India
Tue Mar 03 22:38:14 +0000 2020," Irony CAA . Hard point minority rights countries , without inviting questions one 's record .",India
Tue Mar 03 22:38:17 +0000 2020, Feels like spring run ! Had get outside fresh air today ! # running # outsiderunning # springisontheway # nrc… https : //t.co/zKzWgpzJ1q,"Saint John, NB, CANADA"
Tue Mar 03 22:38:17 +0000 2020," Anti CAA rally Goa 's Benaulim : Now , Congress leader Ramkrishna Jalmi arrested making derogatory remarks Lord Parshuram . Rally organised various bodies including Centre Social Peace & amp ; Justice ( CSJP ) backed Goa Church . Anti CAA become Anti Hindu .",India
Tue Mar 03 22:38:19 +0000 2020," That # Constitution established law ( Citizenship Act 1955 ) # India says . CM Mamata Banerjee taken oath uphold Constitution India . If indeed said , totally unacceptable shocking call 'UN referendum ' # CAA .",India
Tue Mar 03 22:38:20 +0000 2020, Ofcourse Pro CAA protests targeted jihadis immediately shaheen bagh protests tolerated the… https : //t.co/yuXOJHNEjJ,
Tue Mar 03 22:38:26 +0000 2020," RT @ TimesNow : Baijayant Panda questions UNHRC 's intervention plea CAA , asks 'why China 's repression ? ' . https : //t.co/AP…",
Tue Mar 03 22:38:27 +0000 2020," `` All Bangladeshis '' Mumtaz Begum ... Get ready documents . 😡😡😡😡😡 NPR starts 1st April 2020 . NRC starts 1st Jan 2021 . You FREE 50 Year holiday package OVER . Meanwhile : Persecuted people , go nearest CAA office . 🍉🍉🍉🍉🍉",
Tue Mar 03 22:38:33 +0000 2020, UN High Commissioner Human Rights Michelle Bachelet moving file intervention application Supreme Court Citizenship Amendment Act ( CAA ) . https : //t.co/Clc5dPQakR,"Dhaka, India"
Tue Mar 03 22:38:35 +0000 2020, International behaviour towards India shown true nature world opinion towards India Anti CAA agitation . A big lie pinned us . Now UN HRC wants intervene Supreme Court hearing ! ! !,"New Delhi, India"
Tue Mar 03 22:38:40 +0000 2020," All Bangladeshis living Bengal Indian citizens , Mamata Banerjee says , read views issue CM https : //t.co/B0OODulQVg",
Tue Mar 03 22:38:45 +0000 2020, @ cacalvpcy Interview caa,JunBin🦍🦁
Tue Mar 03 22:38:46 +0000 2020, UN High Commissioner Human Rights Michelle Bachelet moving file intervention application Supreme Court Citizenship Amendment Act ( CAA ) . https : //t.co/s9p11No4dx,"Kamareddy, India"
Tue Mar 03 22:38:47 +0000 2020," On Tuesday , MEA spokesperson , Raveesh Kumar , reiterated CAA internal affair India foreign party locus standi issues related India 's sovereignty https : //t.co/r9WQ2zhvY5",
Tue Mar 03 22:38:47 +0000 2020," BREAKING : 3rd March , 2020 . UN High Commissioner Human Rights files intervention application India 's Supreme Court CAA . @ UN @ UNHumanRights @ UN_Women @ UNinIndia @ unwomenindia CC : @ NrcProtest @ ThePeopleOfIN @ UAH_India @ karwanemohabbat @ ICLU_Ind @ SaketGokhale https : //t.co/3tqlLtTfjT",
Tue Mar 03 22:38:52 +0000 2020, Modi Govt says CAA internal matter UNHR files petition SC CAA The Modi Govt Invited envoys Different Foreign countries visit Kashmir & amp ; see Normalcy 370 removed Was n't Kashmir Internal matter ? Why Hypocrisy & amp ; Dual Stand ?,"Tiruchirapalli, India"
Tue Mar 03 22:38:52 +0000 2020," CAA protesters demand right Did say anything religion , Then made Hindu vs Muslim ? 1 ) The government brought law intention beginning 2 ) BJP leaders devotees # IslamoPhobicIndianMedia https : //t.co/BphIFHpaPS",
Created At,Text,Location
Tue Mar 03 22:39:36 +0000 2020," 5/13 CAA act passed houses Parliament . For section democratic society , r democratic means challenge & amp ; ’ roads . Shaheen Bagh continue threat divide India communal lines , stopping progress right tracks",Now Here always No Where
Tue Mar 03 22:39:39 +0000 2020, 4/13 CAA inability Delhi government effectively deal Shaheen Bagh sit provided ISI enter moles hijack use protest desired advantages .,Now Here always No Where
Tue Mar 03 22:39:45 +0000 2020, # UNHCR simply trying interfere India ’ internal matter . Defining # Citizenship right . It better concentrate # Europe deals # refugees https : //t.co/4KLEsvAZp4,Delhi
Tue Mar 03 22:39:46 +0000 2020," All Bangladeshis living Bengal Indian citizens , Mamata Banerjee says , read views issue CM https : //t.co/B0OODulQVg","Jaipur, IN"
Tue Mar 03 22:39:52 +0000 2020," @ MamataOfficial Hello CM Madam , Can u please tell came Bangladesh Indian ? How u say word fo… https : //t.co/MpTTMKt0F6",
Tue Mar 03 22:39:54 +0000 2020," In India : Illegal Bangladeshi infiltrators protesting CAA . Recently 2 Bangladeshis arrested involvement Delhi 's Seemapuri violence . In Bangladesh : Today , Bangladesh security shot dead 8 Rohingyas near refugee camp allegedly involved drug & amp ; human trafficking","Perth, Western Australia"
Tue Mar 03 22:39:57 +0000 2020, Not Internal Matter globalized world live In . Let us allow individuals ruin country 's global standing # CAA,
Tue Mar 03 22:39:58 +0000 2020," US pulled @ UN_HRC calling `` cess pool bias '' . Now , intervening ongoing case CAA India lived description . UNHRC first intervene Iran , Pak , China preach India .",India
Tue Mar 03 22:40:01 +0000 2020," “ As reported Bureau Immigration , five foreign nationals violated visa norms participating anti-CAA protests asked leave India , ” Union Minister State Home Nityanand Rai said . # CAA_NRC_Protests https : //t.co/mdVoWcFfyo",
Tue Mar 03 22:40:03 +0000 2020, PM India # Modi : - supports Hindu nationalism - revoked # Kashmir 's autonomy - helped pass # CAA So wea… https : //t.co/D7ccem74Q2,Everywhere
Tue Mar 03 22:40:03 +0000 2020, Calling # Postdoctoral # researchers ! Applications NRC # Research Associateship Programs open Ma… https : //t.co/coPPJU87cn,"Washington, DC"
Tue Mar 03 22:40:05 +0000 2020," # Exposed Here Ultra-Left Activist Harsh Mandar instigating Anti-CAA Protesters spewing venom Supreme Court India , clearly asking protesters believe highest institution judiciary . https : //t.co/nxRmkIxiav",India
Tue Mar 03 22:40:09 +0000 2020, The UN High Commissioner Human Rights ' intervention application three Supreme Court # CAA quite remarkable . Sets international legal standards SC consider without 'taking side ' per se . But blind man see law discriminatory . https : //t.co/Wws0IqgyTa,
Tue Mar 03 22:40:13 +0000 2020, Come see # PurpleFam🟣is ! 🦴Top National Public University 🦴Top Best Value School 🦴Top FCS🏈Conference ( CAA ) 🦴Final Rankings # 15 @ AthlonSports # 18 @ StatsPerformUS # 20 @ AFCA Coaches 🦴2019 NCAA Playoffs Sweet Sixteen 🦴4 All Americans 🦴CAA C.O.T.Y .,
Tue Mar 03 22:40:20 +0000 2020," Anti-CAA riots India establishing Sharia , Nothing Else ! In 2017 , SP leader Mavia Ali clear ; '' We 're Muslims first , Indians later - If law clashes w/ ideology Islam , I Islam - We loyal country , leaders '' https : //t.co/Oerl7e1ZTh",
Tue Mar 03 22:40:25 +0000 2020," 14 years ago I wrote two bestsellers titled Hindus Under Siege Terrorism India . When Namo became PM 2014 I thought books become obsolete . But anti-CAA circus , US capitulation Afghanistan , books need updated .","New Delhi, India"
Tue Mar 03 22:40:28 +0000 2020, 3.Some politician makes # NRC blah blah rules . someone tries oppose suddenly anti nationa… https : //t.co/QHNujmqwyW,lucknow
Tue Mar 03 22:40:31 +0000 2020," RT @ Swamy39 : Disinformation spread CAA , way affect Muslims India : BJP leader Subramanian Swamy https : //t.co/PmotY…",
Tue Mar 03 22:40:37 +0000 2020," @ DelhiPolice please keep WATCH activists promoting something wrong , dangerous peace again… https : //t.co/ePvqShdiY7",FARIDABADa
Tue Mar 03 22:40:38 +0000 2020, International behaviour towards India shown true nature world opinion towards India Anti CAA agitation . A big lie pinned us . Now UN HRC wants intervene Supreme Court hearing ! ! !,Chandigarh
Tue Mar 03 22:40:42 +0000 2020, Do read fine intervention UN High Commissioner Human Rights exposing unconstitutional nature CAA & amp ; also violates India 's international obligations several treaties https : //t.co/rMJjYN2afi,
Tue Mar 03 22:40:46 +0000 2020, UNHRC filed petition SC CAA 🔸It 's big failure Modi Govt 's diplomacy 🔸UN directly interfering law passed parliament . Never happened ? 🔸Indicates world lost trust Modi 's ability abide rule law & amp ; human rights,mumbai
Tue Mar 03 22:40:47 +0000 2020, What rediculous thing . Who protest laws sovereignty ? Further every country right decide granting citizenship immigration regulations ! His petition thrown window .,
Tue Mar 03 22:40:48 +0000 2020, This unprecedented step & amp ; arguably extreme one @ UN body take . But India respected upholder human rights past UN agency would needed consider thing : https : //t.co/b5KLsP3eb7,
Tue Mar 03 22:40:51 +0000 2020," The Delhi police recovered many eight dead bodies sewage drains , following Delhi Anti-Hindu riots carried pretext “ peaceful ” Anti-CAA protests https : //t.co/0Z5Hw9I4Fe",india
Tue Mar 03 22:40:56 +0000 2020, This CJI literally absolving govt role genocide.CJI crawling NAzi govt .,India
Tue Mar 03 22:40:58 +0000 2020," Let ’ Encrypt discovers CAA bug , must revoke customer certificates https : //t.co/9iDIJUA3DB",東京都
Tue Mar 03 22:40:59 +0000 2020, That 's happens Human Rights violated . India 's 🙄,"Milkyway, Universe"
Tue Mar 03 22:41:04 +0000 2020, @ desimojito How much money Harsh Mander take play bigul anti-CAA inciting muslims ? Any guess ?,"Ontario, Canada"
Tue Mar 03 22:41:09 +0000 2020, @ naomi2009 @ timesofindia None MP knows CAA . I seen one person tell wrong CAA . What rules/ point Indian Muslims . When CAA made minority citizen three Islamic country shares border India .,"London, UK"
Tue Mar 03 22:41:09 +0000 2020, Same happened Shaheen Bagh . Some one issued Fatwa use women kids shield block Delhi-Noida road two months . Truth come Police crack interrogate women . 99 % tell truth handlers 😎 https : //t.co/kk3UvHn8WA,Jhumri Talaiyya
Tue Mar 03 22:41:09 +0000 2020," The Wire : The Wire News India , Latest News , News India , Politics , External Affairs , Science , Economics , Gender Culture https : //t.co/Ifs0L6SFAu",
Tue Mar 03 22:41:10 +0000 2020, RT @ desimojito : How got crowd anti CAA protests https : //t.co/66b3vxuadP,"New Delhi, India"
Tue Mar 03 22:41:17 +0000 2020," These MusIim women tell How FORCЕD & amp ; THRЕАTENED BY THEIR OWN MEN Go & amp ; sit Anti CAA Protests & amp ; raise Anti India Slogans . They Beаten Refuse . `` We didnt want go , Men entered housе & amp ; beat us & amp ; forced us go dharna '' https : //t.co/YEZEaonW9Z",
Tue Mar 03 22:41:18 +0000 2020," UN High Commissioner Human Rights files intervention plea Supreme Court Citizenship Bill , India protests . https : //t.co/Q9gppfWpGY","Sydney, New South Wales"
Tue Mar 03 22:41:23 +0000 2020, # DelhiRiotTruth : Muslim school terrace used target # Hindus Bricks 🧱 Petrol Bombs . Who # AntiHindu planning name # CAA ? Is conspiracy political parties appease particular community ? # BritishHindus condemn # DelhiGenocide2020 https : //t.co/UboHVFjzzd,
Tue Mar 03 22:41:28 +0000 2020, RT @ A_booki_ohn_ : Nah Liverpool mid shown flames player barely NRC LMFAO . Delete club,Zambia(lusaka)
Tue Mar 03 22:41:30 +0000 2020," UNHRC headed Chile 's former President Michelle Bachelet , Socialist Party leader 😎 ... ..Trying illegal ways https : //t.co/8C5ViQoiCr","Meerut,India"
Tue Mar 03 22:41:36 +0000 2020, PM India # Modi : - supports Hindu nationalism - revoked # Kashmir 's autonomy - helped pass # CAA So we… https : //t.co/xi1IcKzNvy,Everywhere
Tue Mar 03 22:41:37 +0000 2020, HC moved CAA protest nod https : //t.co/2AazyIeldk,"Ahmadabad City, India"
Tue Mar 03 22:41:37 +0000 2020," Alright Jimmy , I 'll spell . His privilege # 1 Autoreviewer , # 2 Patroller . So pages created n't need reviewed . Abusing , made BIASED pages JNU attack , Delhi Riots , CAA protests UP within past 2-3 weeks . Even ( 1/n )",India
Tue Mar 03 22:41:41 +0000 2020, @ nto1927 But ? ? CAA taking away anyone ’ citizenship NRC yet drafted . Looks like also too… https : //t.co/cLvaEW6R8m,
Tue Mar 03 22:41:42 +0000 2020, Same happened Shaheen Bagh . Some one issued Fatwa use women kids shield block Delhi-Noida road two months . Truth come Police crack interrogate women . 99 % tell truth handlers 😎,
Tue Mar 03 22:41:50 +0000 2020, @ RandaAFattah Australian government persecution Muslim communities India ? https : //t.co/FaBfPEIDbb,Newcastle NSW Australia
Tue Mar 03 22:42:09 +0000 2020, PM India # Modi : - supports Hindu nationalism - revoked # Kashmir 's autonomy - helped pass # CAA So weapons manufacturers @ Boeing & amp ; @ Raytheon reportedly vying sell # India $ 15 billion weapons ? Do n't approve weapons sales India ! https : //t.co/kCOoDnjdMc,"San Jose, CA"
Tue Mar 03 22:42:13 +0000 2020, # Watch : @ ShahnawazBJP asked @ _YogendraYadav create fear Muslims name # NRC . @ DChaurasia2312 # kkwithdchaurasia https : //t.co/UKz3X16ufX,"Mumbai, India"
Tue Mar 03 22:42:14 +0000 2020, Just make small amendment CAA opposition dissolve . India stand tall community Nations,
Tue Mar 03 22:42:15 +0000 2020," Due 2020.02.29 CAA Rechecking Bug , unfortunately need revoke 2.6 % active Let ’ Encrypt TLS/SSL certificates . We process notifying Let 's Encrypt users certificates revoked 04 March 2020 . Up ... https : //t.co/jWLjqvZ7V4",
Tue Mar 03 22:42:15 +0000 2020, Come run us ! Ran 4.06 miles Nike⁠ Run Club # iheartrunning # nrc # mileslogged # universerunners # iheartnike… https : //t.co/Cawn3A92zE,
Tue Mar 03 22:42:23 +0000 2020," Five foreigners asked leave India participating anti-CAA protests violating visa norms , says Government https : //t.co/vS6G7T0m9d",
Tue Mar 03 22:42:25 +0000 2020, Shikshamitra Uttar Pradesh dies every day due lack money . Yet two thousand Hindu shikshamitra ( teachers ) died suicide heart attack . Where Human Rights Commission disappeared ? @ hrw @ UNHumanRights @ HumanrightsAsso @ OHCHRAsia @ realDonaldTrump,
Tue Mar 03 22:42:25 +0000 2020," Dear Modi govt , withdraw present # CAA must , redraft substantially . Take words : ” Hindu , Sikh , Buddhist , Jain , Parsi , Christian. ” Replace words : “ persecuted religious minorities. ” 🙏 # CAA_NRC_Protests",
Tue Mar 03 22:42:43 +0000 2020, UN High Commissioner Human Rights Michelle Bachelet moving file intervention application Supreme Court Citizenship Amendment Act ( CAA ) . https : //t.co/Clc5dPQakR,
Tue Mar 03 22:42:51 +0000 2020, @ bufordsharkley @ PaloAltoYimby @ seanchandra @ SonjaTrauss Imagine thinking CAA would support policy ’ d… https : //t.co/e5KlDrDsFQ,"San Francisco, CA"
Tue Mar 03 22:42:51 +0000 2020," A law discriminates minorities & amp ; NRC threatens render millions Stateless , put detention centres certainly matter UN High Commissioner Human rights intervene",Gehenna
Tue Mar 03 22:43:09 +0000 2020, ANY COUNTRY THIS MUSLIMS ARE FREE TO APPLY FOR THE INDIAN CITIZENSHIP AS PER INDIAN CITIZENSHIP ACT AND CAN ACQUIRE… https : //t.co/Avaqj03Wqm,"मुंबई, भारत"
Tue Mar 03 22:43:13 +0000 2020," RT @ TimesNow : Baijayant Panda questions UNHRC 's intervention plea CAA , asks 'why China 's repression ? ' . https : //t.co/AP…",Canada
Tue Mar 03 22:43:17 +0000 2020," 'After CAA , Centre might bring population control law ' , Might ? It law.https : //t.co/AsQolmm3aI @ deccanherald",USA
Tue Mar 03 22:43:18 +0000 2020, RT @ Scott_Helme : Let 's Encrypt identified bug CAA checking disabled issuance 2h 12m whilst patched : https : //t.co/o2…,France
